,book_title,author,reader_review,rating,label
9455,La vie en relief,Philippe Delerm,"On retrouve dans ce dernier livre, tout ce qui a fait le succès des précédents ; les thèmes chers à l’auteur, le sud-ouest, son village normand, les matches de football…",4.5,1
5156,"Chroniques du Monde-Hors, tome 2 : La cité mythique",Laure Enza,"On retrouve avec plaisir Akilàm dans son périple à travers le désert vers une autre cité. De nouveaux paysages, de nouveaux personnages, de nouvelles aventures…",5.0,1
6462,"Briar University, tome 4 : The dare",Elle Kennedy,"On repart à Briar Univsersité avec le 4e tome. Cette fois, l’histoire tourne autour de Taylor et de Conor, un joueur de hockey et une fille de sororité de Kappa Chi. Taylor n’est pas trop apprécié dans son groupe et elle se sent pas mal à l’écart et puis elle s’est fait virer de son ancien établissement, elle espérait qu’elle aurait plus de chance à l’université. Malheureusement pour elle ce n’est pas trop le cas. Comme elle a du mal à s’intégrer, elle accepte un défi, séduire le nouveau de l’équipe de hockey. Conor lui c’est tout le contraire il est super populaire et encore plus au niveau des filles. Quand il rencontre Taylor, elle lui tape dans l’œil et il est partant pour jouer le jeu avec elle. Il faut dire qu’elle est assez drôle et lui aussi, leur relation est super mignonne parce que Conor est finalement derrière sa carapace un chouette gars qui est adorable et qui prend soin des autres. Tous les deux ont vraiment un lien fort dès leur rencontre et ils arrivent à développer cela au fur et à mesure de notre lecture se rapprochant de plus en plus.",4.0,1
3212,"Le Cycle de Fondation, tome 7 : L'aube de Fondation",Isaac Asimov,"On poursuit la découverte de ""Fondation"" avec le deuxième récit, faisant directement suite au ""Prélude"". On retrouve donc Hari Sheldon en pleine recherche et création de la psychohistoire. Ici, pas d'histoire filée mais une suite de 4 histoires séparées de 10 ans afin de voir des bout d'empire et des bouts de vie.",5.0,1
54,La pub est déclarée ! 1914-1918,Didier Daeninckx,"On pourrait raconter l'Histoire de France par la publicité. Dans La Pub est déclarée!, les nombreuses illustrations choisies témoignent de la manière dont la « réclame » intègre dès 1914 le premier conflit mondial, pour vendre aux soldats, à leurs familles, encourager l'achat patriotique, souscrire aux emprunts nationaux, fustiger l'ennemi et à la fin de la guerre, amadouer le chaland avec les silhouettes d'héroïques poilus.",4.0,1
4668,Ada,Barbara Baldi,"On pourrait presque se passer des mots tant l'émotion contenue dans le dessin est perceptible, sensible. L'atmosphère crée par Barbara Baldi dans ce roman graphique nous plonge immédiatement dans les conflits intérieurs de cette jeune femme artiste, solitaire, dans la difficulté de sa vie quotidienne et nous entraîne pas à pas vers son émancipation, sa libération. Magnifique !",4.0,1
406,Les Noms,Don DeLillo,"On pourrait dire, en paraphrasant «Papa» Ernest, que l'atmosphère dépeinte par Don DeLillo au sein de ce groupe d'expatriés américains installés à Athènes, à l'aube de années 1980, n'a rien à proprement parler d'une «fête»… «Les Américains avaient l'habitude de venir dans des endroits comme celui-ci pour écrire, peindre et étudier, pour trouver des textures plus profondes. Maintenant, nous faisons des affaires.»",5.0,1
6972,Entre deux mondes,Olivier Norek,on plonge dans cette jungle de Calais tant médiatisée on y decouvre le quotidien des migrants et on partage leurs espoirs et les histoires tragiques laissées derrière eux.,5.0,1
3472,Les ombres filantes,Christian Guay-Poliquin,"On plonge dans ce récit sombre, si bien écrit et décrit, très imagé. On ressent les même émotions que le marcheur. Le début me fait penser à celui de l'inoubliable film *le Livre d'Eli*, avec une entrée en matière puissante, anxiogène, dans un monde désormais délabré. Le contact avec la nature est bien ressenti, rafraichissant, en balade en forêt. Ce ne sera toutefois pas de tout repos. Le personnage principal rencontrera un jeune garçon avec qui il poursuivra sa route, d'une curieuse et en même temps affectueuse manière. C'est un retour aux sources, aux valeurs familiales, au travail pour survivre, au troc et à l'échange. S'ensuivra des rebondissements, des étapes avec une fin très émouvante. Après le Poids de la neige que j'avais tellement aimé, j'avais peur de retomber dans le même schéma, mais l'histoire est différente, touchante. L'auteur nous capte à nouveau. J'ai beaucoup aimé.",5.0,1
664,Otages,Nina Bouraoui,"On peut dire que ce texte écrit dans sa première version par Nina Bouraoui pour le théâtre en 2015, était prémonitoire à la vague du mouvement #Metoo. L'auteure en a donc fait un roman au thème très actuel. Il va sans dire que le monologue de son héroïne, Sylvie Meyer, 53 ans, résonne dans le coeur de milliers de femmes.",3.0,0
1762,La Classe de neige,Emmanuel Carrère,"On peut dire d'Emmanuel Carrère qu'il a un talent certain, car quelque soit le sujet de ses livres, il réussit à transcender le moindre fait divers, la moindre histoire, en un roman saisissant.",4.0,1
6561,Meurtre au porteur,Tami Hoag,"On pense un peu à la série de France 3. Un style assez banal, des personnages bancal. Il m'est tombé des mains. Car je m'endormais. On se demande comment une maison comme l'Archipel à pu choisir cet auteur??? Je l'ai rangé de mes étagères au rayon à vendre sur Rakuten ! C'est dire.",1.0,-1
5847,Factice,Hanna Anthony,"On part sur un énorme coup de coeur avec ce livre qui est pour moi un sans fautes ! Cette histoire est une véritable merveille accompagnée par des personnages matures, construits et surtout très attachants. La plume de l’autrice est douce mais s’avère aussi trompeuse car cette dernière cache un récit très prenant, addictif et rempli de fraicheur. Les situations que traversent es protagonistes les confrontent à des remises en question qui sont tout à fait réalistes et qui permettent ainsi à l’histoire de nous toucher avec davantage de profondeur. J’ai réellement senti mon coeur vibrer au fil des pages imprévisibles. C’était franchement une histoire bouleversante qui m’aura marquée d’amour et de bien-être. Avoir dû laisser Olivia et Connor aura été un déchirement. Voici donc un véritable trésor livresque qui se tient devant vous désormais. Il ne vous reste plus qu’à vous en saisir…",5.0,1
5454,Premières fois,Paule Destin,"On part sur un énorme coup de coeur avec ce livre qui est pour moi un sans fautes ! Cette histoire est une véritable merveille accompagnée par des personnages matures, construits et surtout très attachants. La plume de l’autrice est douce mais s’avère aussi trompeuse car cette dernière cache un récit très prenant, addictif et rempli de fraicheur. Les situations que traversent es protagonistes les confrontent à des remises en question qui sont tout à fait réalistes et qui permettent ainsi à l’histoire de nous toucher avec davantage de profondeur. J’ai réellement senti mon coeur vibrer au fil des pages imprévisibles. C’était franchement une histoire bouleversante qui m’aura marquée d’amour et de bien-être. Avoir dû laisser Olivia et Connor aura été un déchirement. Voici donc un véritable trésor livresque qui se tient devant vous désormais. Il ne vous reste plus qu’à vous en saisir…",5.0,1
3653,Un jour je serai latin lover,Marc Villard,"On parle de nouvelles mais finalement, il y a surtout un narrateur qui nous raconte sa vie de tous les jours, dans le désordre et par bribes. Adolescence, boulot, vie de couple, petits bobos du quotidien et situations parfois cocasses ou moins drôles, mais souvent situations dans lesquelles où se retrouvent le commun des mortels. Personnellement, j'ai par exemple retrouvé mon mari car il a lui aussi le cancer du coude depuis quelques semaines ...",5.0,1
8552,Just me,Lorelei C.,On parle aujourd'hui d'une romance contemporaine.,5.0,1
7091,Maudit Noël,Laura M,On parle aujourd'hui d'une romance contemporaine.,4.0,1
5639,Les Femmes d'Heresy Ranch,Melissa Lenhardt,"On nous a souvent décrit la conquête de l’ouest avec des cow-boys exploitant de ranch, des bandes de hors-la-loi sensibles de la gâchette, des shérifs et des chasseurs de prime et bien oublié un peu tout ça le temps de ce roman.",4.0,1
7044,"Demon slayer, tome 15",Koyoharu Gotouge,"On ne va pas se mentir, l'anime a donné un réel coup de pouce à cette série (merci ufotable).",3.0,0
3824,"La saga des Cazalet, tome 4 : Nouveau départ",Elizabeth Jane Howard,"On ne s'ennuie pas en lisant ce quatrième tome. J'avais un peu peur mais non. On retrouve avec grand plaisir les personnages, on suit leurs aventures, on découvre de l'Angleterre de l'après-guerre. Cette saga est un vrai plaisir de lecture et l'auteur sait maintenir le suspense et l'envie de connaître la cuite.",5.0,1
7547,Layla,Colleen Hoover,"On ne présente plus cette autrice incontournable sur le blog. Comme toutes les publications de Colleen Hoover je le suis procuré ce roman dès sa sortie et comme souvent il a suscité plusieurs réactions qui m'ont intrigué, ayant peur de me faire spoiler par accident je n'ai pas trop tardé à le sortir de ma PAL. Je peux déjà vous dire que cette chronique va être difficile à rédiger, car expliquer mon ressenti tout en évitant de trop en dire va être complexe.",3.0,0
246,Les mots ont des oreilles,Daniel Pennac,"On ne présente pas Florence Cestac, à l’origine des éditions Futuropolis, qui dessine depuis près de 50 ans des personnages aux nez proéminents.",4.0,1
2824,La Bible de Jérusalem,Ecole biblique et archéologique française,"On ne peut pas critiquer la Bible ,on l'a lit tout d'abord .",5.0,1
544,L'armée du salut,Abdellah Taïa,On ne peut comprendre le pourquoi et le comment de ce court roman si l'on n'a pas à l'esprit ces mots :,3.5,0
4109,"La saga du Soleil noir, tome 2 : La nuit du mal",Éric Giacometti,"On ne parle pas ici de grande littérature mais ce n'est pas le but de ce type de romans. Ce tome 2 de la saga du soleil noir nous livre quelques faits historiques intéressants. De plus, le rythme, les rebondissements et les clins d'œil (Crowley, Fleming) contribuent à rendre l'expérience de lecture tout à fait plaisante.",4.0,1
2789,Le paradis des vauriens,Wendall Utroi,"On ne le répètera jamais assez, Wendall Utroi est un merveilleux conteur. Et une fois encore, il nous a crocheté le cœur avec la bouleversante histoire de Hugo Sans-Nom et Kalya, deux gosses solitaires et fiers, blessés par la vie. On est en 1948, Sans-Nom, 11 ans, n'a pas connu son père. Il vit avec sa mère, Lucia la Douce, prostituée au cœur d'artichaut. Kalya, 13 ans, est une petite tzigane orpheline, qui a été adoptée par Henri le ferrailleur et, pour la fête à la maison, tu repasseras !!! C'est dans un terrain vague du nord de la France qu'ils ont baptisé le ""paradis des vauriens"" et dont ils ont fait leur domaine, que les deux enfants vont s'apprivoiser, partager leurs emmerdes, faire les 400 coups, vivre mille aventures imaginaires et, peu à peu, s'aimer d'un amour démesuré et indéfectible. En parallèle, on retrouve Sans-Nom en 1962. Il a 25 ans et il nous retrace à la première personne son périple de vagabond à travers la France, ses galères poisseuses et sa rage désespérée chevillée au corps et au cœur qu'il tente de noyer dans l'alcool... Comment en est-il arrivé là ? Où est passée Kalya ?",5.0,1
6556,Le testament des templiers,Glenn Cooper,"On ne compte plus les Dan Brownesqueries ! Hélas, j'ai eu ce sentiment là,",1.0,-1
2798,On ne badine pas avec l'amour,Alfred de Musset,"On ne badine pas avec l’Amour, ce n’est pas la peine de se compliquer ultérieurement la tâche, semble nous dire Alfred, lui, que George Sand abandonna au cours de leur relation tourmentée en Italie, malade, en lui préférant le médecin qui le soignait… En effet, ce n’est pas la peine, et quand on a la chance d’aimer (et d'être aimé en retour de surcroît!), il faut foncer! Point de détours encombrants et inutiles, point de mensonges (à nous mêmes en primis!), il faut accepter ce sentiment tout puissant, non pas comme une condamnation inexorable mais comme une grâce qui nous est faite.",3.5,0
7074,"Les aventures d'Ulysse Vidal, tome 1 : La dernière crypte",Fernando Gamboa,"On navigue avec Ulysse entre Indiana Jones, Tintin et Bob Morane, embarqués dans une passionnante chasse au trésor. Secondés par un professeur Castillo en Clairembart, et une Cassandra en Lara Croft.",3.5,0
4689,Le dieu caché,J-F. Dubeau,"On me l'avait tant vanté ... mwouais ... et ce truc sur la couverture ""entre ST et SK"" ... n'étant ni grand fan de l'un ni amateur actuel de l'autre (j'ai bcp aimé SK, mais plus ses livres actuels) ... voilà, je me retrouve avec un récit pompé de ci de là es personnages auxquels je ne m'accroche pas du tout, un ""dieu"" sournois et crétin qui n'apporte finalement rien à l'intrigue, des sectes en Veux-tu en voilà, des complots familiaux, des personnages enfants qui agissent et raisonnent comme des adultes ... NON ! Trop si te veel ! J'ai lu, oui, au début intrigué, et rapidement lassé ... et je n'ai pas fort apprécié ... il y a encore un 2 et un 3 ... pas certain que j'achète !",3.0,0
6968,Journal d'Anne Frank,Anne Frank,"On m’a offert ce livre pour mes 11 ans, et depuis cette date, je le relis perpétuellement. (Ça fait 13 ans). Je pense qu’on ne peux pas critiquer la plume d’Anne, puisqu’elle nous fait entrer dans son intimité, dans ses points de vues et son vécu. Anne a été courageuse, du début à la fin, malheureusement elle n’aura pas pu témoigner de vive voix son histoire qui je pense, perdurera dans le temps.",5.0,1
6324,Et rien d'autre,Salter James,"On lit, on tourne les pages, on lit toujours et on se demande où l’auteur souhaite nous porter. Il ne se passe rien de spécial, juste des rencontres, des histoires d’amours et de déceptions parfois alors on s’ennuie presque. Mais c’est assez bien écrit alors on continue et puis, à la fin, on comprend. C’était donc ça, une vie.",3.0,0
3665,Nat Pinkerton : Un drame sur un viaduc,A. Eichler,"On lit généralement pour se divertir, parfois pour s’instruire, d’autres fois pour ressentir des émotions, trembler, rire, s’enthousiasmer…",2.5,-1
239,Le bibliothécaire,Larry Beinhart,"On le traque, on le poursuit, et pourtant il se définit comme « un Homme blanc, classe moyenne, âge moyen. Bibliothécaire. Bosse dans une université. Honorable. Inoffensif. »",4.0,1
1657,Batman : Trois Jokers,Johns Geoff,"On le sait le Joker est sans le doute le personnage le plus emblématique de l'univers DC et l'ennemi le plus intime de Batman c'est aussi un personnage qui se démarque des autres vilains. Pourtant, le clown du crime a laissé des blessure envers Batgirl (histoire à découvrir dans l'excellent The Killing Joke d'Alan Moore), mais aussi envers Jason Todd sous le masque de Robin dans le très célèbre Un deuil dans la famille écrit par Jim Starlin et illustré par Jim Aparo.",5.0,1
166,Complot,Nicolas Beuglet,"On l’aura compris, les romans de Nicolas Beuglet reposent sur une langue tenue, qui vous cogne et vous cueille.",3.5,0
5757,"Witch Wolf, tome 1 : On ne se mélange pas",Laurence Chevallier,"On fait la découverte de 3 sorcières plutôt puissantes, Elinor( sorcière de la lune) Sixtine (sorcière de l’ombre) et Neeve (sorcière de la terre) dans la ville de Fallen Creek.",5.0,1
5804,"A comme Association, Tome 1 : La pâle lumière des ténèbres",Erik L'Homme,"On fait la connaissance de Jasper, un jeune homme assez solitaire et isolé dans sa grande maison où le laissent souvent seul ses parents.",3.0,0
4603,Show Stopper,Hayley Barker,"On est sur de la dystopie, jeunesse (& bien sûr, c'est un peu là que ca pèche 🤷, et encore, elle a bon dos la jeunesse hein), dans l'univers du cirque. Je m'attendais à quelque chose d'un peu fou, de très visuel... MAIS QUE NENIIII !",0.5,-1
7880,Le temps que tu ne m'as pas laissé,M. Staehle,"On est souvent attiré par une cover, par un titre, quand je les ai regardés, il y avait un profond sentiment de solitude dans les deux avec une touche de ""ne pas se retourner, avancer coûte que coûte"", une forme de déni sur une souffrance cachée, anoblie par le temps passé...Puis je l'ai lu sans m'arrêter, prise dans ce coup d'un destin, cette main qui rattrape une vie, celle de Camille à un carrefour dont même elle ne pensait pas se trouver. Un train manqué, un co-voiturage et là...Hugo. Je ne dirai pas qui il est, je vous laisserai découvrir ce conducteur qui la prendra et ce qu'il en découlera. Toujours est-il qu'au-dessus ou au centre, il y a là encore des histoires dans l'histoire. Une approche humaine de la différence de pensée et d'être tout simplement, le conflit entre les idées absolues que l'on laisse nous gouverner et celles qui entraînent une situation inattendue dans une existence. Un retour sur soi, le moyen d'ouvrir son esprit et de penser différemment. En 24h, différents sujets d'émotions sont touchés, la famille, le travail, les proches d'un temps, ceux qui le sont restés, des problèmes de société soulevés (migrants, etc) et de l'amour comme liant d'un ensemble, comme une belle endormie qui se réveillerait par le simple fait de se trouver confrontée à une situation inattendue, non prévisible, prise sur un coup de tête qui en entraînera d'autres. J'ai aimé ce côté d'urgence dans le trajet, cette ligne propre sans débordement sur la relation amoureuse, cette pudeur des choses dites avec pourtant un écho étendu. Une belle lecture pour moi, je vais attendre le second roman de cette auteure, car c'est plein de promesses, une écriture soignée, qui se lit en douceur et laisse une porte à l'imaginaire du lecteur. Bonne continuation et @très bientôt de lire M.Sraehle.",5.0,1
4192,"Le fou et l'assassin - Intégrale, tome 1",Robin Hobb,"On est repartie pour un tour, avec un héros qui arrive à la soixantaine et qui aspire au calme et à la sagesse, mais l'auteure ne lui accordera pas cette grâce et sait nous happer avec de nouveaux personnages très attachants tout en nous faisant retrouver avec plaisir ceux des cycles précédents. Mais c'est suffisamment bien fait pour que cela reste compréhensible même si on ne les a pas tous lus.",4.5,1
7390,Les liens,Domenico Starnone,"On est plongés dans le quotidien de Vanda et Aldo, ensemble depuis des dizaines d'années. On suit leurs épreuves présentes et passées en tant que couple, les non-dits qui les ont détruits et les impacts sur leurs enfants. Pourtant, en apparence, c'est un couple qui va bien.",3.0,0
6077,Dix petites poupées,B. A. Paris,"On est pas sur le thriller du siècle, mais, clairement, Dix petites poupées est un sacré page turner !",3.5,0
4692,Mes yeux rivés sur toi,Kuro Nohara,"On est face à l’histoire de deux lycéens, Takeru et Kôtarô, qui vivent dans une petite ville de campagne où tout se sait et où les rumeurs courent très vite.",3.5,0
7866,Une fin d'année givrée,Virginie T.,On est directement accroché par l écriture dynamique.,5.0,1
1251,"Le Cycle de Fondation, tome 1 : Fondation",Isaac Asimov,"On est clairement dans un récit de manigances politiques sur fond de SF. Inutile de s'attacher aux personnages, l'histoire ne les concerne pas eux.",4.0,1
784,La chambre des curiosités,Douglas Preston,"On entre immédiatement dans le sujet du livre avec la découverte de crânes et d’ossements par des ouvriers sur un chantier de construction. En tout, trente six squelettes d’adolescents se trouvaient dans un tunnel souterrain. C’est l’inspecteur Pendergast, l’archeologue Nora Kelly et le journaliste William Smithback qui vont mener cette enquête. Pour eux ces adolescents sont des victimes d’un tueur en série le Dr Leng. Comme les meurtres reprennent avec le même mode opératoire, est il finalement toujours vivant ou s’agit –il d’un copycat",4.0,1
3544,Je suis l'abysse,Donato Carrisi,"On en parle, du dernier Donato Carrisi ? 🖤",3.5,0
1892,"Imajica, tome 1",Barker Clive,"On démarre plein pot dans cet Imajica avec un tueur à gages venu d'une dimension parallèle, immortel et surpuissant (bien que par la suite il se révèle assez vulnérable...). Puis on se pose, tranquillou-billou, et en tant que lecteur, on se demande où on est... On a l'impression rès rapidement que Clive Barker s'essaie à la littérature ""générale"", par opposition à la littérature dite ""de genre"" qu'on lui connaît.",2.5,-1
2295,L'étrangleur de Cater Street,Anne Perry,"On découvre une famille londonienne faisant partie des « bourgeois ». Ils sont assez aisés pour avoir des relations influentes mais pas assez pour faire partie du « Monde », ce milieu largement décrit dans les romances historiques de J’ai Lu pour elle collection Aventures & Passion. Un milieu où l’argent semble couler à flot, où on fait plus la fête qu’autre chose, etc. Un monde insouciant mais fascinant… Anne Perry ancre ses personnages principaux dans un milieu plus sérieux. On se préoccupe beaucoup de sa réputation et de l’image que l’on renvoie. On organise pas des fêtes pour des dîners. Les choses sont plus austères dans un sens et plus réalistes. La famille Ellison vit dans Cater Street, à Londres. Cette rue est le cœur d’une série de meurtres qui va bouleverser le quotidien de ses habitants. Les victimes sont toutes étranglées, issues de toutes les conditions. Cela sème le trouble dans les esprits. Dans ce climat lourd et angoissant, nous faisons la connaissance de Charlotte Ellison, une jeune femme plus libérée que ses sœurs. Elle ose dire ce qu’elle pense et sa vision du monde nous rappelle franchement Elizabeth Bennett de Jane Austen. En avance sur son temps, elle aimerait changer les mœurs mais cette tâche est ardue quand on vit dans une famille plutôt réfractaire aux changements. On découvrira aussi Thomas Pitt, un inspecteur sans gêne et posant un peu trop de questions au goût des autres. Il est issu d’un milieu plus populaire et se contente pas d’observer. Ses réflexions montrent son intelligence et sa clairvoyance.",4.5,1
7565,Aussi libres qu'un rêve,Manon Fargetton,On découvre cette autrice avec surprise. Nous allons surement lire tous ces romans. Celui-ci a reçu plusieurs prix.,4.5,1
1157,"Astérix, tome 36 : Le Papyrus de César",René Goscinny,"On croyait tous es sujets modernes traités... et bien non, il manquait encore les manipulations politiques de l'opinion publique....",5.0,1
197,Les sentiers de l'exil,Françoise Bourdon,On croit qu’Hitler a été unique dans le genre cruauté à grande échelle. Mais on oublie que Louis XIV a été son égal !,3.5,0
1273,"Transparente, tome 3",Jun Ogino,"On continue de suivre l'évolution d'Aya, de son rapport aux autres et à la culpabilité de son parricide. Et depuis la fin du tome précédent, s'ajoute cette fois un sentiment d'échec, de trahison et de culpabilité de ne pas avoir su protéger son ami Kana.",3.5,0
8781,"One Piece, Tome 22 : Espoir",Eiichirô Oda,On avance enfin un peu dans l'arc Alabasta mais en verra t-on enfin la fin ?,3.0,0
914,Les délices de Tokyo,Durian Sukegawa,"On avait innocemment cru qu'il s'agissait d'un roman culinaire, une sorte de Festin de Babette à la japonaise, ou bien une histoire autour des mets les plus raffinés du pays du soleil levant. Alors, oui, ça parle de la confection d'une pâtisserie japonaise, les dorayaki, mais au delà de cela, c'est une extraordinaire histoire de respect et d'amitié entre des personnages éloignés en presque tout. Age, vécu, situation sociale, relation avec le quotidien, rien n'aurait pu les rapprocher, à part finalement les fameux dorayaki. Car préparer la pâte de haricots dont ils sont faits, c'est tout un programme, et c'est surtout un véritable acte de liberté. Pour échapper à la maladie, aux haies de houx et au confinement, pour oublier la prison, la honte et la redevance, et finalement pour fuir un mal être et une jeunesse triste et désabusée. Une leçon de vie, tout compte fait plutôt optimiste, à lire sans modération, avec un thé et une pancake à la pâte de haricots à portée de main.",5.0,1
9263,Hypothermie,Arnaldur Indridason,"On avait été un peu déçus par L'hiver arctique, le précédent polar de notre islandais préféré, Arnaldur Indridason, qui s'aventurait avec plus ou moins de bonheur dans l'analyse socio-politique de l'immigration en Islande.",4.0,1
8831,"One Piece, Tome 21 : Utopie",Eiichirô Oda,"On approche lentement, très lentement, trop lentement de la fin de l'arc Alabasta.",2.5,-1
2629,"Coco, tome 1 : L'île magique",Keisuke Kotobuki,"On a tous besoin de douceur, d’un peu de magie, n’est-ce pas ?",3.5,0
5555,Les Impatientes,Djaïli Amadou Amal,"On a peur, on compatis, on pleure. Incroyable roman qui m'a fait découvrir une réalité que je ne connaissais pas tellement. On vit de l'intérieur la polygamie, vue par des femmes, des co-épouses. Rien n'est épargné et pourtant livré avec une telle franchise. Le lecteur se niche au creux de ces destins croisés où la liberté n'est plus qu'une illusion. Ces femmes qui ne sont plus femmes, ces jeunes filles projetées dans un rôle qui ne leur appartient même pas. C'est un roman bouleversant qui nous tient tout le long... Et qui nous permet de réfléchir à nos propres libertés. Je salue l'auteur pour son audace et son écriture au plus juste.",5.0,1
8019,Le cosmos et nous: Grandes réponses aux grandes questions,Sébastien Carassou,"On a parfois tendance à oublier notre place dans l’univers qui nous entoure. Dans cet environnement sans limite dont les mesures nous dépassent. Pourtant, si vous avez déjà observer le ciel par une belle nuit étoilée, de nombreuses questions existentielles vous sont peut-être venues à l’esprit.",4.0,1
7561,"Les chefs d'oeuvre de Lovecraft : Les Montagnes hallucinées, tome 1",Gou Tanabe,"On a ici un manga de qualité qui nous permet de découvrir ce chef d'oeuvre de Lovecraft. Le format a l'avantage de rendre l'oeuvre plus accessible et la lecture moins ""lourde"".",3.0,0
4569,"Aurora squad, tome 2 : Aurora Burning",Kaufman/Kristoff,"On a encore frôlé le coup de coeur pour ce tome, qui rentre parfaitement bien dans la lignée du premier. J’avais hâte de la lire quand on me l’a offert, et l’attente pour le découvrir n’en est que meilleure !",5.0,1
9085,La plume et le prétoire - Quand les écrivains racontent la justice,Collectif,On a en mémoire la formule de Cicéron :,5.0,1
750,Écoute la ville tomber,Kate Tempest,On a de la peine à imaginer que c'est un premier roman en fermant ce livre.,4.0,1
2189,"Trolls de Troy, tome 25 : On ne badine pas avec les mouches",Christophe Arleston,"On a connu Arleston plus inspiré. Dans la série ""Troll de Troy"", j'ai une nette préférence pour les intrigues plus construites qui se suivent sur plusieurs tomes.",3.0,0
8141,Les aventures inattendues d'Olympe Valoese,S. L. Pennyworth,"Olympe était au beau milieu de ses travaux de recherche quand deux hommes sont venus la chercher. En un instant, par l'intermédiaire d'une étrange montre à hologramme, elle a été propulsée dans un autre lieu. Elle quitte soudainement les archives à Aix en Provence, pour le palais des Tuileries. Plus étonnant encore, la voilà plongée dans une autre version de son monde. Olympe vient d'effectuer un voyage interdimensionnel ...",3.5,0
1655,Olympe de Gouges,Catel,"Olympe de Gouges est souvent considérée comme une des premières féministes françaises, car elle a notamment rédigé « la déclaration des droits de la femme et de la citoyenne » en 1791, même si ce texte n’a jamais été adopté.",4.0,1
4403,"Faux petit-ami, tome 3 : Joueur",Eden Finley,"Ollie, star du hockey, tout juste transféré, vient de se faire plaquer par son petit-ami de longue date car il n'est pas prêt à faire son coming-out. Ses parents et ses 5 frères, tous sportifs ou dans le milieu du sport, lui mettent une pression de dingue pour qu'il s'assume publiquement mais il n'est pas prêt : il veut le faire APRES avoir mené son équipe à la victoire, comme si être gay pourrait être ""pardonné"" s'il gagnait une coupe.",4.0,1
969,Vindicta,Cedric Sire cedric,"Olivier Salva est un policier ripou placardisé dans un groupe de surveillance dans la ville rose avec un autre ripou, Fleurot ex policier des « Stups » sur Marseille.",4.5,1
6382,Là où naissent les prophètes,Olivier Rogez,"Olivier Rogez, que j’ai découvert il y a deux ans avec Des hommes incertains, fait partie de ces rares auteurs dont je lirai sans hésiter toutes les publications, peu importe le sujet. Pourquoi? Parce que ses romans sont d’une part très bien écrits, documentés et instructifs (je vous ai déjà dit que j’ai un faible pour les journalistes?) et d’autre part parce qu’ils sortent des sentiers battus, se déroulent dans des régions marginalisées et mettent l’accent sur des problématiques socio-économiques et/ou politiques mal connues.",4.0,1
1230,Florida,Olivier Bourdeaut,"Olivier Bourdeaut réussit à changer totalement d'univers à chacun de ses romans, je trouve cela remarquable. Ici on est loin de l'univers sentimental d'""En attendant Bojangles"".",4.0,1
2099,Falaises,Olivier Adam,"Olivier Adam, dans ce court roman, relate l'histoire d'une poignante reconstruction. En une nuit, le narrateur nous déroule le film de sa vie, entre sévère neurasthénie, déséquilibre psychique, violence, autodestruction, délires, ou encore abus en tout genre et perdition. Comme toujours avec cet auteur, nous retrouvons des êtres meurtris par l'existence, des personnages au creux de la vague ou au bord du gouffre. Encore une fois, Olivier Adam sait nous bouleverser et nous livre un récit intense, sans pathos, à l'atmosphère fiévreuse, parlante, très visuelle, à la prose juste et affutée. Ce roman, profondément mélancolique, offre un espoir sur la fin puisque petit à petit l'amour brave les ténèbres et finit doucement par triompher.",4.0,1
7909,Le secret de Rose,Sophie Quintyn,"olie histoire de Sophie Quintyn, Le Secret de Rose.",5.0,1
5509,Old Fashion Cupcake,Sagan Sagan,"old fashion cupcake ou les reflexions d'un presque quarantenaire qui fait le bilan sur sa vie passée, ses regrets, ses envies. Peut être comblera-t-il ses rendez vous manqués avec son collègue qui ne semble pas indifférent à son charme?",5.0,1
7858,Archie,Alia Cardyn,Olalà…ce livre… !,5.0,1
8074,L'espion qui venait du froid,John le Carre,"Olala je sais que ce doit être un grand livre, qu'il y a quelque chose à comprendre, à aimer, quelque chose qui bouleversé, quelque chose de philosophique sûrement, mais moi je me suis absolument ennuyée et je ne me souviens déjà plus de la fin. Mais je me souviens bien de l'ennui du début et du milieu.",1.0,-1
2670,Code 612 : Qui a tué le Petit Prince ?,Michel Bussi,"Oko Dolo est un milliardaire passionné par le petit prince, cette œuvre traduite dans 318 langues. Il fonde le club 612 destiné à découvrir ce qui est réellement arrivé à Antoine de Saint-Exupéry, mort en juillet 1944 lors d’une mission en Méditerranée dans des circonstances qui restent inconnues ! Neven et Andie seront sollicités pour poursuivre cette enquête et se lanceront alors dans une grande expédition. A l'image des planètes visitées par le petit prince, ils iront d'île en île pour tenter de découvrir la vérité !",4.0,1
7748,Je ne suis pas mort,Hiroshi Motomiya,"Okada Kenzô a été licencié à la veille de sa retraite, après une vie consacrée à son seul travail. Sa femme et ses enfants le quittent et laissent un compte en banque vide. Décidé à en finir, il revient dans sa région natale, mais la branche à laquelle il se pend se brise. Toujours en vie, il choisit alors de commencer une nouvelle existence dans cette nature qui a refusé de le laisser mourir…",3.0,0
3722,L'enfant des services secrets,Emmanuel Muzard,"Ok, voici un auteur très prometteur à suivre.",4.5,1
